"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype"
"Purushottampur","WS_AP/PRS/2021-22/2170761","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170760","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170759","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170664","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170658","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170646","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170603","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170328","CONNECTION_ACTIVATED","WS/PRS/2170590","2021-12-16","2022-01-07","New Connection"
"Aska","WS_AP/ASK/2021-22/2171895","CONNECTION_ACTIVATED","WS/ASK/2170655","2022-01-08","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2171887","CONNECTION_ACTIVATED","WS/ASK/2170651","2022-01-08","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2171886","CONNECTION_ACTIVATED","WS/ASK/2170650","2022-01-08","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2171885","CONNECTION_ACTIVATED","WS/ASK/2170649","2022-01-08","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2171884","CONNECTION_ACTIVATED","WS/ASK/2170648","2022-01-08","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2171900","CONNECTION_ACTIVATED","WS/ASK/2170646","2022-01-08","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2171903","CONNECTION_ACTIVATED","WS/ASK/2170644","2022-01-08","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172009","INITIATED",NULL,"2022-01-10","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172004","INITIATED",NULL,"2022-01-10","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2171875","CONNECTION_ACTIVATED","WS/ASK/2170642","2022-01-08","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2171874","CONNECTION_ACTIVATED","WS/ASK/2170641","2022-01-08","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172001","INITIATED",NULL,"2022-01-10","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171997","INITIATED",NULL,"2022-01-10","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2170716","CONNECTION_ACTIVATED","WS/ASK/2170636","2021-12-20","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171989","INITIATED",NULL,"2022-01-10","2022-01-10","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171967","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-10","2022-01-10","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170326","CONNECTION_ACTIVATED","WS/PRS/2170589","2021-12-16","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170318","CONNECTION_ACTIVATED","WS/PRS/2170588","2021-12-16","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171828","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171827","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171825","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171822","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171820","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171816","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171817","INITIATED",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171815","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171813","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171810","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171805","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171803","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171802","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171797","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171794","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171795","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171781","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171779","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171780","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171774","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171772","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171769","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171766","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171763","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171760","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171758","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171756","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171753","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171750","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Aska","WS_AP/ASK/2021-22/2171908","CONNECTION_ACTIVATED","WS/ASK/2170665","2022-01-08","2022-01-10","New Connection"
"Aska","WS_AP/ASK/2021-22/2171907","CONNECTION_ACTIVATED","WS/ASK/2170664","2022-01-08","2022-01-10","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170455","CONNECTION_ACTIVATED","WS/PRS/2170619","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170453","CONNECTION_ACTIVATED","WS/PRS/2170618","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170451","CONNECTION_ACTIVATED","WS/PRS/2170617","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170448","CONNECTION_ACTIVATED","WS/PRS/2170616","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170446","CONNECTION_ACTIVATED","WS/PRS/2170615","2021-12-18","2022-01-08","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171893","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171891","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170444","CONNECTION_ACTIVATED","WS/PRS/2170614","2021-12-18","2022-01-08","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171889","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171888","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170442","CONNECTION_ACTIVATED","WS/PRS/2170613","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170441","CONNECTION_ACTIVATED","WS/PRS/2170612","2021-12-18","2022-01-08","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171732","CONNECTION_ACTIVATED","WS/JRS/2170587","2022-01-06","2022-01-06","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171735","CONNECTION_ACTIVATED","WS/JRS/2170586","2022-01-06","2022-01-06","New Connection"
"Bhawanipatna","WS_AP/BWP/2021-22/2171733","INITIATED",NULL,"2022-01-06","2022-01-06","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170315","CONNECTION_ACTIVATED","WS/PRS/2170585","2021-12-16","2022-01-06","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170755","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-06","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170313","CONNECTION_ACTIVATED","WS/PRS/2170584","2021-12-16","2022-01-06","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170753","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-06","New Connection"
"Khallikote","WS_AP/KHL/2021-22/2171702","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-06","2022-01-06","New Connection"
"Puri","WS_AP/PRI/2021-22/2171700","CONNECTION_ACTIVATED","WS/PRI/2170583","2022-01-06","2022-01-06","New Connection"
"Puri","WS_AP/PRI/2021-22/2171698","CONNECTION_ACTIVATED","WS/PRI/2170582","2022-01-06","2022-01-06","New Connection"
"Khallikote","WS_AP/KHL/2021-22/2171690","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-06","2022-01-06","New Connection"
"Puri","WS_AP/PRI/2021-22/2171678","CONNECTION_ACTIVATED","WS/PRI/2170581","2022-01-06","2022-01-06","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171687","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-06","2022-01-06","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171683","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-06","2022-01-06","New Connection"
"Khallikote","WS_AP/KHL/2021-22/2171685","INITIATED",NULL,"2022-01-06","2022-01-06","New Connection"
"Khallikote","WS_AP/KHL/2021-22/2171681","INITIATED",NULL,"2022-01-06","2022-01-06","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171676","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-06","2022-01-06","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2171674","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-06","2022-01-06","New Connection"
"Puri","WS_AP/PRI/2021-22/2171675","CONNECTION_ACTIVATED","WS/PRI/2170580","2022-01-06","2022-01-06","New Connection"
"Khallikote","WS_AP/KHL/2021-22/2171673","INITIATED",NULL,"2022-01-06","2022-01-06","New Connection"
"Puri","WS_AP/PRI/2021-22/2171670","CONNECTION_ACTIVATED","WS/PRI/2170579","2022-01-06","2022-01-06","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2170904","REJECTED",NULL,"2021-12-22","2022-01-06","New Connection"
"Puri","WS_AP/PRI/2021-22/2171665","CONNECTION_ACTIVATED","WS/PRI/2170578","2022-01-06","2022-01-06","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2171469","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-03","2022-01-06","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171793","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171790","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171785","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171783","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-07","2022-01-07","New Connection"
"Nayagarh","WS_AP/NGR/2021-22/2171661","INITIATED",NULL,"2022-01-06","2022-01-06","New Connection"
"Puri","WS_AP/PRI/2021-22/2170909","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2021-12-22","2022-01-06","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171500","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-06","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171498","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-06","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171496","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-06","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171492","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-06","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171490","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-06","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171489","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-06","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171487","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-06","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171486","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-06","New Connection"
"Puri","WS_AP/PRI/2021-22/2171651","CONNECTION_ACTIVATED","WS/PRI/2170577","2022-01-05","2022-01-05","New Connection"
"Puri","WS_AP/PRI/2021-22/2171650","CONNECTION_ACTIVATED","WS/PRI/2170576","2022-01-05","2022-01-05","New Connection"
"Puri","WS_AP/PRI/2021-22/2171649","CONNECTION_ACTIVATED","WS/PRI/2170575","2022-01-05","2022-01-05","New Connection"
"Puri","WS_AP/PRI/2021-22/2171648","INITIATED",NULL,"2022-01-05","2022-01-05","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171647","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-05","2022-01-05","New Connection"
"Puri","WS_AP/PRI/2021-22/2171608","CONNECTION_ACTIVATED","WS/PRI/2170574","2022-01-04","2022-01-05","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171646","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-05","2022-01-05","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171645","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-05","2022-01-05","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171644","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-05","2022-01-05","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171643","REJECTED",NULL,"2022-01-05","2022-01-05","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171642","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-05","2022-01-05","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171641","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-05","2022-01-05","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170577","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170575","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170570","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170568","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170567","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170566","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170565","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Buguda","WS_AP/BGD/2021-22/2171588","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-04","2022-01-04","New Connection"
"Jagatsinghpur","WS_AP/JGT/2021-22/2171619","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Buguda","WS_AP/BGD/2021-22/2171587","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-04","2022-01-04","New Connection"
"Buguda","WS_AP/BGD/2021-22/2171595","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-04","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170588","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170592","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170596","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170600","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Jagatsinghpur","WS_AP/JGT/2021-22/2171614","INITIATED",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171606","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171605","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171604","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171601","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171598","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171596","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171494","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-03","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171593","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171592","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Bhawanipatna","WS_AP/BWP/2021-22/2170276","CONNECTION_ACTIVATED","WS/BWP/2170569","2021-12-15","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171591","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171589","INITIATED",NULL,"2022-01-04","2022-01-04","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171463","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-31","2022-01-04","New Connection"
"Balangir","WS_AP/BLR/2021-22/2171558","REJECTED",NULL,"2022-01-04","2022-01-04","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171551","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171544","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171640","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171639","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171638","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171637","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171636","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171635","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171634","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171633","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171632","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171631","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171630","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171629","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171628","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171627","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171626","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171625","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-04","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171501","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171502","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171503","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171519","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171521","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171522","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171523","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171525","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171531","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171532","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171536","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171543","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171499","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171534","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171539","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171546","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171488","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171524","PENDING_FOR_PAYMENT",NULL,"2022-01-03","2022-01-04","New Connection"
